,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
3294,3295,2007-04-11,Parking,Venta,Girona,123,1088181,,
3296,3297,2007-04-11,Casa,Alquiler,Lleida,273,1497132,,
3297,3298,2007-04-12,Suelo,Venta,Tarragona,282,2689434,,
3298,3299,2007-04-12,Parking,Alquiler,Girona,131,1224850,,
3299,3300,2007-04-12,Local,Alquiler,Girona,156,881868,,
3303,3304,2007-04-12,Piso,Venta,Girona,128,1270400,,
3306,3307,2007-04-14,Parking,Venta,Girona,221,1533077,,
3307,3308,2007-04-16,Local,Venta,Tarragona,286,1180036,,
3311,3312,2007-04-17,Industrial,Alquiler,Tarragona,277,2129576,,
3313,3314,2007-04-18,Casa,Venta,Barcelona,284,1808512,,
3316,3317,2007-04-20,Casa,Venta,Girona,247,1804088,,
3322,3323,2007-04-23,Piso,Venta,Barcelona,283,2686236,,
3325,3326,2007-04-25,Industrial,Alquiler,Barcelona,296,2078216,,
3328,3329,2007-04-26,Piso,Venta,Barcelona,264,2517504,,
3330,3331,2007-04-27,Local,Venta,Girona,110,845790,,
3333,3334,2007-04-29,Piso,Alquiler,Girona,55,454080,,
3336,3337,2007-04-30,Parking,Venta,Lleida,254,2140712,,
